account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date
NULL,210532897,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,,1,MACHINERY,2021-05-23,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-02
NULL,210532909,2021-06-07,"ORBIT ALUMINUM INDUSTRIES","ORBIT ALUMINUM INDUSTRIES",EXPORT,IH,SD,DRY,MSL,MAERSK,5,ALUMINUM,2021-05-12,AQABA,AQABA,AQABA,0000-00-00,,,2021-05-04
NULL,210532913,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"OAKLAND / 118E",1,MACHINERY,2021-05-19,SAJED,RIYADH,MEMPHIS,0000-00-00,,,0000-00-00
NULL,210532938,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GUAYAQUIL / 119E",1,MACHINERY,2021-05-23,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-02
NULL,210532991,2021-06-07,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,2,ELECTRONICS,2021-05-13,SADMM,RIYADH,"JABEL ALI",0000-00-00,,,0000-00-00
NULL,210533181,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN SOUNIO / 118E",1,MACHINERY,2021-05-16,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-02
NULL,210533896,2021-06-10,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"MAERSK GUATEMALA",10,PLASTIC,2021-05-29,SAJED,JEDDAH,ZADUR,0000-00-00,,,0000-00-00
NULL,210533923,2021-06-10,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"MAERSK GENOA/119W",8,PLASTIC,2021-05-29,SAJED,JEDDAH,ITRAN,0000-00-00,,,0000-00-00
NULL,210538909,2021-06-10,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"GFS PRIDE/011S",1,PAPER,2021-05-21,SAJED,JEDDAH,EGAIS,2021-05-17,,,0000-00-00
NULL,210546277,2021-06-07,"ORBIT ALUMINUM INDUSTRIES","ORBIT ALUMINUM INDUSTRIES",EXPORT,IH,SD,DRY,MSL,MAERSK,1,ALUMINUM,2021-05-12,AQABA,AQABA,AQABA,0000-00-00,,,2021-05-04
NULL,210549116,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,1,TIRES,2021-06-20,KWSAATM,ALRAI,ITALY,0000-00-00,VIKWI0000830,,0000-00-00
NULL,210549197,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,0,TIRES,2021-06-25,KWSAATM,ALRAI,ITALY,0000-00-00,VIKWI0000841,,0000-00-00
NULL,210573168,2021-06-29,"JUBAIL PALLET PLANT","JUBAIL PALLET PLANT",IMPORT,IH+CCD,CY,DRY,MSL,"MAERSK LOTA /121 N",4,PALLETS,2021-07-08,SADMM,DAMMAM,"ITAJI ",2021-06-29,VIRIA0005864,,0000-00-00
NULL,210581345,2021-06-13,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,DRY,MSL,,10,"Paper, Paper Board and Packing materials",2021-05-27,"JEDDAH RED SEA GATEWAY TERMINAL",RIAYDH,Algeria,2021-05-24,,,2021-05-05
NULL,210581666,2021-06-13,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,DRY,MSL,,10,,2021-05-27,"JEDDAH RED SEA GATEWAY TERMINAL",RIAYDH,Algeria,2021-05-27,,,2021-05-06
NULL,210581791,2021-06-13,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"RIO CENTAURUS",10,"Paper,Paper Board and Packing materials",2021-05-27,"JEDDAH RED SEA GATEWAY TERMINAL ",RIAYDH,Algeria,2021-05-24,,,2021-05-05
NULL,210582232,2021-06-13,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,DRY,MSL,,10,"Paper,Paper Board and Packing materials",2021-05-30,"JEDDAH RED SEA GATEWAY TERMINAL",RIAYDH,Algeria,2021-05-24,,,2021-05-08
NULL,210582233,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,0,TIRES,2021-06-29,KWSAATM,ALRAI,ROMANIA,0000-00-00,VIKWI0000844,,0000-00-00
NULL,210587063,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005787,,0000-00-00
NULL,210587174,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,30,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005786,,0000-00-00
NULL,210587303,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,2,RICE,2021-06-14,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005769,,0000-00-00
NULL,210587376,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,10,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005785,,0000-00-00
NULL,210590949,2021-06-07,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,2,ELECTRONICS,2021-05-20,SADMM,RIYADH,"JABEL ALI",2021-05-07,,,0000-00-00
NULL,210591550,2021-06-08,"SAFEWAY CO FOR COMMERCIAL SERVICES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,MAERSK,1,"FOOD STUFF",2021-05-26,JOAHZTM,SAHAB,JOAHZTM,0000-00-00,,,2021-05-16
NULL,210592886,2021-06-25,"TETRA PAK MANUFACTURING LTD","GAP POLYMERS",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN SUNIO/121W",2,PAPER,2021-06-12,SAJED,JEDDAH,ZACPT,2021-06-06,,,2021-05-06
NULL,210592937,2021-06-25,"TETRA PAK MANUFACTURING LTD","GAP POLYMERS",EXPORT,IH+CCO,SD,DRY,MSL,"CORAL STAR/036S",1,"PAPER, PAPERBOARD, PACKING MATERIAL",2021-06-04,SAJED,JEDDAH,EGAIS,2021-05-29,,,2021-05-06
NULL,210604670,2021-06-01,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,,1,"WOOD PULP ",2021-05-12,BAH,MANMAH,LYTTELTON,0000-00-00,,,2021-05-06
NULL,210604810,2021-06-06,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MLL,"X-PRESS KANGCHENJUNGA / 0070",5,"WOOD PULP",2021-05-12,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-06
NULL,210606096,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,REEF,MLL,,0,TIRES,2021-06-29,KWSAATM,ALRAI,ROMANIA,0000-00-00,VIKWI0000845,,0000-00-00
NULL,210609758,2021-06-07,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,4,ELECTRONICS,2021-05-20,SADMM,JEDDAH,"JABEL ALI",2021-05-07,,,0000-00-00
NULL,210611907,2021-06-13,,"SAPIN SAUDI ARABIAN PACKAGING",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN SOUNIO",20,"Iron, steel, iron and steel articles, metal",2021-05-30,"JEDDAH RED SEA GATEWAY TERMINAL",DAMMAM,EGYPT,0000-00-00,,,2021-05-10
NULL,210615324,2021-06-10,"GAP POLYMERS","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH,SD,DRY,MSL,"CAP SAN TARINO/120E",7,PAPER,2021-05-31,SAJED,JEDDAH,OMSLV,0000-00-00,,,0000-00-00
NULL,210616017,2021-06-27,ATLAS,ATLAS,IMPORT,IH+CCD,CY,DRY,MSL,,6,WOOD,2021-06-18,KWSWKTM,SHUWAIKH,KOPER,0000-00-00,VIKWI0000835,5614126379,0000-00-00
NULL,210617894,2021-06-29,"NIDUKKI TRADING CO WLL","NIDUKKI TRADING CO WLL",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",10,WESTPAPER,2021-05-19,BAHRAIN,BAHRAIN,INDIA,2021-05-09,,,0000-00-00
NULL,210664235,2021-06-07,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,MAERSK,3,ALUMINUM,2021-05-18,AQABA,AQABA,AQABA,0000-00-00,,,2021-05-04
NULL,210664637,2021-06-07,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,MAERSK,3,ALUMINUM,2021-05-18,JOAHZTM,AQABA,JOAHZTM,0000-00-00,,,2021-05-07
NULL,210670747,2021-06-06,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,"Hapag Lloy","X-PRESS KANGCHENJUNGA / 0071",7,"WOOD PULP",2021-05-19,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-09
NULL,210671481,2021-06-06,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,"WOOD PULP",2021-05-19,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-09
NULL,210681602,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2108,6,PLASTIC,2021-06-03,SAJED,JEDDAH,YEADE,2021-05-21,,,2021-05-01
NULL,210683049,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,2,"EMPTY TANKS",2021-06-06,SAJED,JEDDAH,NETHERLAND,2021-06-08,,,0000-00-00
NULL,210686341,2021-06-08,"JORDAN MINERALS EST","JORDAN MINERALS EST",EXPORT,IH,SD,DRY,MSL,MAERSK,6,"CALCIUM CARBONATE",2021-05-26,JOZRC,AMMAN,JOZRC,0000-00-00,,,2021-05-16
NULL,210687655,2021-06-08,"INTERCONTINENTAL FOR LOGISTICS ","INTERCONTINENTAL FOR LOGISTICS ",EXPORT,IH,SD,DRY,MSL,MAERSK,2,IRON,2021-05-26,JOAHZTM,SAHAB,JOAHZTM,0000-00-00,,,2021-05-16
NULL,210689006,2021-06-28,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,REEF,MSL,"MAERSK KIMI / 124W",2,,2021-07-05,SAJED,JEDDAH,GHTMA,2021-06-12,,,2021-05-24
NULL,210689557,2021-06-26,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",21,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-06-08,,,2021-05-18
NULL,210690915,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,5,Glass,2021-05-31,SAJED,JEDDAH,YEMEN,2021-05-11,,,2021-05-11
NULL,210711818,2021-06-16,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,MSL,,6,TIMBER,2021-06-07,JEDDAH,,JEDDAH,0000-00-00,,,0000-00-00
NULL,210719141,2021-06-07,"BASF PLASTIC ADDITIVES MIDDLE EAST","BASF PLASTIC ADDITIVES MIDDLE EAST",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,"CHEMICAL PRODUCTS ",2021-05-19,BAHRAIN,BAHRAIN,HAMBURG,0000-00-00,,,2021-05-11
NULL,210720866,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,ALUMINIUM,2021-05-19,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-11
NULL,210720990,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,ALUMINIUM,2021-05-19,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-12
NULL,210721613,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,,2021-05-19,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-11
NULL,210729615,2021-06-26,"ASTRA POLYMER COMPOUNDING","ASTRA POLYMER COMPOUNDING",IMPORT,IH+CCD,CY,DRY,MLL,MAERSK,2,"CARBON BLACK",2021-06-17,SAKAP,RABIGH,NETHERLAND,0000-00-00,VIRIA0005790,,0000-00-00
NULL,210731456,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210731499,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210731528,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210731587,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210731619,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210731643,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,MEMPHIS,0000-00-00,,,2021-05-18
NULL,210731668,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRONDE / 120E",1,MACHINERY,2021-06-02,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-18
NULL,210742883,2021-06-23,"INTERNATIONAL TIMBER CO LTD","INTERNATIONAL TIMBER CO LTD",IMPORT,IH+CCD,SD,DRY,MSL,,1,TIMBER,2021-06-11,JEDDAH,,INDIA,0000-00-00,VIRIA0005776,5614173124,0000-00-00
NULL,210756199,2021-06-07,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",10,"WOOD PULP",2021-05-26,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-16
NULL,210756465,2021-06-07,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",4,"WOOD PULP",2021-05-26,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,0000-00-00
NULL,210756601,2021-06-07,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",1,"WOOD PULP",2021-05-26,,,,0000-00-00,,,2021-05-20
NULL,210782136,2021-06-21,"INTERNATIONAL TIMBER CO LTD","INTERNATIONAL TIMBER CO LTD",IMPORT,IH+CCD,CY,DRY,MSL,,4,TIMBER,2021-06-17,SAJED,,SAJED,0000-00-00,VIRIA0005812,5614173276,0000-00-00
NULL,210798380,2021-06-26,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MLL,MAERSK,1,"EMPTY TANKS",2021-06-13,SAJED,JEDDAH,NETHERLAND,2021-06-15,,,0000-00-00
NULL,210821782,2021-06-08,"SHADOWS LOGISTICS SERVICE COMPANY","SHADOWS LOGISTICS SERVICE COMPANY",EXPORT,IH,SD,DRY,MSL,MAERSK,1,"FOOD STUFF",2021-05-26,JOAHZTM,IRBID,JOAHZTM,0000-00-00,,,2021-05-16
NULL,210822340,2021-06-08,"ORBIT ALUMINUM INDUSTRIES","NABA AL ORDON FOR SEA FREIGHT",EXPORT,IH,SD,DRY,MSL,MAERSK,1,ALUMINUM,2021-05-27,JOAHZTM,AQABA,JOAHZTM,0000-00-00,,,2021-06-24
NULL,210837517,2021-06-08,"NIKE INTL LTD","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,MAERSK,1,GARMENTS,2021-05-26,JOAHZTM,SAHAB,JOAHZTM,0000-00-00,,,2021-05-19
NULL,210838409,2021-06-08,"NIKE INTL LTD","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,MAERSK,1,GARMENTS,2021-05-26,JOAHZTM,SAHAB,JOAHZTM,0000-00-00,,,2021-05-19
NULL,210843540,2021-06-10,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN TARINO/120E",1,PAPER,2021-05-19,SAJED,JEDDAH,CNSGH,2021-05-25,,,0000-00-00
NULL,210848296,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,14,ELECTRONICS,2021-06-03,,RIYADH,,2021-05-31,,,0000-00-00
NULL,210848392,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,REEF,MSL,,9,ELECTRONICS,2021-05-27,SADMM,JEDDAH,"JABEL ALI",2021-05-25,,,0000-00-00
NULL,210848393,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,2,ELECTRONICS,2021-05-25,SADMM,DAMMAM,"JABEL ALI",2021-05-25,,,0000-00-00
NULL,210848469,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,12,ELECTRONICS,2021-05-27,SADMM,"DAMMAM LULU","JABEL ALI",2021-05-25,,,0000-00-00
NULL,210865242,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,5,ELECTRONICS,2021-05-27,SADMM,RIYADH,"JABEL ALI",2021-05-25,,,0000-00-00
NULL,210868981,2021-06-08,"GULF CLOSURES","GULF CLOSURES",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",2,"ADHESIVE TAPE",2021-06-02,BAHRAIN,BAHRAIN,LEBANON,0000-00-00,,,2021-05-18
NULL,210888755,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-15,SAJED,JEDDAH,YEMEN,2021-05-02,,,2021-05-02
NULL,210896417,2021-06-30,"SAUDI GERMAN CO FOR NON WOVEN PROD","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK KITHIRA/120W",2,PLASTIC,2021-06-07,SAJED,DAMMAM,LBBUU,2021-06-03,,,2021-05-25
NULL,210898350,2021-06-27,"NATIONAL ADHESIVES LTD","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK KITHIRA/120W",1,,2021-06-07,SAJED,DAMMAM,LBBUU,2021-06-02,,,2021-05-23
NULL,210900521,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",3,ALUMINIUM,2021-05-26,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-19
NULL,210900954,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",14,ALUMINIUM,2021-05-26,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-19
NULL,210925468,2021-06-27,"GAP POLYMERS","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH,SD,DRY,MSL,"CORAL STAR/037W",16,PLASTIC,2021-07-02,SAJED,JEDDAH,EGAIS,2021-06-22,,,2021-05-21
NULL,210927635,2021-06-30,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN SUNIO/121W",1,PAPER,2021-06-07,SAJED,JEDDAH,LBBUU,2021-06-07,,,2021-05-25
NULL,210928759,2021-06-11,"DSV JORDAN","DSV JORDAN",EXPORT,IH,SD,DRY,MSL,,25,,2021-06-09,JOAHZTM,AMMAN,JEDDAH,2021-05-23,,,2021-05-23
NULL,210929379 ,2021-06-12,"ORBIT ALUMINUM INDUSTRIES","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,,6,,2021-06-01,JOAHZTM,,JEDDAH,0000-00-00,,,2021-05-24
NULL,210929745,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",13,ALUMINIUM,2021-05-26,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-19
NULL,210930738,2021-06-07,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",9,"WOOD PULP",2021-06-02,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-20
NULL,210930835,2021-06-07,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",1,"WOOD PULP",2021-06-02,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-24
NULL,210946309,2021-06-27,"TETRA PAK MANUFACTURING LTD","INDEVCO FOR INDUSTRIAL DEVELOPMENT",EXPORT,IH+CCO,SD,DRY,MSL,"CAP SAN LAZARO/120W",4,PAPER,2021-06-05,SAJED,JEDDAH,USYS9,2021-06-01,,,2021-05-23
NULL,210957152,2021-06-27,"GULF GLASS","GULF GLASS",IMPORT,IH+CCD,CY,REEF,MLL,,12,GLASS,2021-06-20,KWSAATM,"SHUAIBA ",INDIA,0000-00-00,VIKWI0000828,,0000-00-00
NULL,210967280,2021-06-26,"GLOBAL FREIGHT SERVICES","GLOBAL FREIGHT SERVICES",EXPORT,IH,SD,DRY,MSL,,5,"FOOD STUF",2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,210971334,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0072",6,ALUMINIUM,2021-05-26,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-19
NULL,210971755,2021-06-12,"SIDNEY APPAREL","SIDNEY APPAREL",EXPORT,IH,CY,REEF,MSL,,1,,2021-06-01,JOAHZTM,,JEDDAH,0000-00-00,VEZRC0000407,5611907357,2021-05-24
NULL,210971763,2021-06-12,"SIDNEY APPAREL","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,,1,,2021-06-01,JOAHZTM,AQABA,JEDDAH,0000-00-00,VEZRC0000405,5611907355,2021-05-24
NULL,210971767,2021-06-12,"CLASSIC FASHION APPAREL INDUSTRY LTD","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,,5,GARMENTS,2021-06-01,JOAHZTM,IRBID,JEDDAH,0000-00-00,VEZRC0000403,5611907353,2021-05-24
NULL,210971948,2021-06-12,"SIDNEY APPAREL","SIDNEY APPAREL",EXPORT,IH,CY,DRY,MSL,,2,,2021-06-01,JOAHZTM,AQABA,JEDDAH,0000-00-00,VEZRC0000404,5611907354,2021-05-24
NULL,210972049,2021-06-11,"ALLIED LOGISTICS SERVICES","ALLIED LOGISTICS SERVICES",EXPORT,IH,SD,DRY,MSL,,3,,2021-06-09,JOAHZTM,,JEDDAH,2021-05-23,,,2021-05-23
NULL,210972405,2021-06-28,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRLOCH/2121",1,PAPER,2021-06-09,SAJED,JEDDAH,CNSGH,2021-06-01,,,2021-05-23
