account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date
NULL,210972930,2021-06-11,"AL REFAI FORWARDING & CLEARING EST","AL REFAI FORWARDING & CLEARING EST",EXPORT,IH,SD,DRY,MSL,,1,,2021-07-01,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,2021-05-23
NULL,210973089,2021-06-28,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"CAP SAN SUNIO/121W",1,PLASTIC,2021-06-12,SAJED,JEDDAH,ITRAN,2021-06-06,,,2021-05-23
NULL,210981880,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIBRALTAR / 121E",1,,2021-06-06,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-24
NULL,210982069,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GAIRLOCH / 2121",1,MACHINERY,2021-06-09,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-24
NULL,210982198,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GAIRLOCH / 2121",1,MACHINERY,2021-06-09,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-24
NULL,210982414,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"ORCA / 122E",1,MACHINERY,2021-06-16,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-24
NULL,210982666,2021-06-08,"SAUDI MECHANICAL INDUSTRIES CO","SAUDI MECHANICAL INDUSTRIES CO",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIBRALTAR / 121E",1,MACHINERY,2021-06-06,SAJED,RIYADH,HOUSTON,0000-00-00,,,2021-05-24
NULL,210984065,2021-06-28,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,"Hapag Lloy","MAERSK GIBRALTER/121E",2,,2021-06-06,SAJED,JEDDAH,ZADUR,2021-05-31,,,2021-05-24
NULL,210986997,2021-06-12,"AL REFAI FORWARDING & CLEARING EST","SIDNEY APPAREL",EXPORT,IH,SD,DRY,MSL,,1,"FOOD STUF",2021-06-01,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,2021-05-24
NULL,210987236,2021-06-12,"AL REFAI FORWARDING & CLEARING EST","SIDNEY APPAREL",EXPORT,IH,SD,DRY,MSL,,1,"FOOD STUF",2021-06-01,JOAHZTM,,JEDDAH,0000-00-00,,,2021-05-24
NULL,"210988206 ",2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,2,ELECTRONICS,2021-06-03,SADMM,RIYADH,"JABEL ALI",2021-05-31,,,0000-00-00
NULL,210989776,2021-06-08,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","PHILIPS SOLUTIONS SAUDI ARABIA TRADING",IMPORT,IH+CCD,SD,DRY,MSL,,1,,2021-05-31,SADMM,DAMMAM,"JABEL ALI",2021-05-31,,,0000-00-00
NULL,210990270,2021-06-26,"NABA AL ORDON FOR SEA FREIGHT","GLOBAL FREIGHT SERVICES",EXPORT,IH,SD,DRY,MSL,,1,wastepaper,2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211018140,2021-06-02,"TAMER ARABIA TRADING CO","TAMER ARABIA TRADING CO",IMPORT,IH+CCD,SD,DRY,MSL,,5,Electronics,2021-06-10,SADMM,DAMMAM,"JABEL ALI",0000-00-00,,,0000-00-00
NULL,211043300,2021-06-27,"ALLIED LOGISTICS SERVICES","TAIMA SHIPPING COMPANY",EXPORT,IH,SD,DRY,MSL,,6,Aluminium,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211048195,2021-06-27,"TAIMA SHIPPING COMPANY","TAIMA SHIPPING COMPANY",EXPORT,IH,SD,DRY,MSL,,1,wastepaper,2021-06-10,,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211048581,2021-06-26,"SPRINT FREIGHT N LOGISTIC","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,1,"FOOD STUF",2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211053334,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,11,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",0000-00-00,VIRIA0005770,,0000-00-00
NULL,211066531,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","CLASSIC FASHION APPAREL INDUSTRY LTD",EXPORT,IH,CY,DRY,MSL,,1,GARMENTS,2021-06-01,JOAHZTM,IRBID,JEDDAH,0000-00-00,VEZRC0000410,5611907360,0000-00-00
NULL,211078357,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS SHAMS/2108",1,,2021-06-27,SAJED,JEDDAH,YEADE,2021-05-31,,,2021-05-01
NULL,211079061,2021-06-10,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",6,ALUMINIUM,2021-06-02,BAHRAIN,BAHRAIN,"UNITED STATES",2021-05-26,,,2021-05-26
NULL,211079442,2021-06-10,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",17,"ALUMINIUM ARTICLES",2021-06-02,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-26
NULL,211079637,2021-06-10,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",2,,2021-06-02,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-26
NULL,211080750,2021-06-17,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",6,"WOOD PULP",2021-06-09,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-06-01
NULL,211081977,2021-06-10,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0073",1,"ALUMINIUM ARTICLES",2021-06-02,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-26
NULL,211083166,2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,1,Aluminium,2021-06-08,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211083548,2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,1,Aluminium,2021-06-08,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,"211084043  ",2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,3,Aluminium,2021-06-08,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211084219,2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,1,Aluminium,2021-06-08,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211119874,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,4,RICE,2021-06-20,SAJED,JEDDAH,"JABEL ALI",2021-06-14,VIRIA0005788,,0000-00-00
NULL,211122393,2021-06-26,"NABA AL ORDON FOR SEA FREIGHT","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,SD,DRY,MSL,,2,wastepaper,2021-06-08,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211124374,2021-06-27,"GAP POLYMERS","BINZAGR CO-RO (LTD)",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2109,14,PLASTIC,2021-06-22,SAJED,JEDDAH,YEADE,2021-06-10,,,2021-05-30
NULL,211124647,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","CLASSIC FASHION APPAREL INDUSTRY LTD",EXPORT,IH,CY,DRY,MSL,,7,GARMENTS,2021-06-08,JOAHZTM,IRBID,JEDDAH,0000-00-00,VEZRC0000412,5611907363,2021-05-30
NULL,211125305,2021-06-27,"BINZAGR CO-RO (LTD)","BINZAGR CO-RO (LTD)",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIRLOCH/2121",23,PAPER,2021-06-09,SAJED,JEDDAH,OMSLV,2021-06-09,,,2021-05-31
NULL,211125629,2021-06-26,"SIDNEY APPAREL","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,CY,DRY,MSL,,1,GARMENTS,2021-06-15,JOAHZTM,AQABA,JEDDAH,0000-00-00,VEZRC0000415,5611907366,0000-00-00
NULL,211126109,2021-06-26,"SIDNEY APPAREL","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,1,GARMENTS,2021-06-08,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211126158,2021-06-27,"GAP POLYMERS","BINZAGR CO-RO (LTD)",EXPORT,IH,SD,DRY,MSL,"GFS PRESTIGE/013S",6,,2021-06-18,SAJED,JEDDAH,EGAIS,2021-06-19,,,2021-05-31
NULL,211126331,2021-06-26,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"COPE MARIN",1,PLASTIC,2021-06-06,SUDAN,JEDDAH,SAJED,2021-06-09,,,2021-05-31
NULL,211126408,2021-06-23,"PHILIPS SOLUTIONS SAUDI ARABIA TRADING","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,SD,DRY,MSL,,6,ELECTRONICS,2021-06-10,SADMM,DAMMAM,"JABEL ALI",2021-06-08,,,0000-00-00
NULL,211126688,2021-06-27,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,ORCA/122E,2,PLASTIC,2021-06-16,SAJED,JEDDAH,UAODS,2021-06-09,,,2021-05-31
NULL,211126877,2021-06-27,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"COPE MARIN",1,PLASTIC,2021-05-31,SUDAN,,SAJED,0000-00-00,,,2021-05-31
NULL,211137753,2021-06-27,"AL SEEDAWI SWEETS FACTORIES CO","AL SEEDAWI SWEETS FACTORIES CO",EXPORT,IH+CCO,CY,DRY,MSL,,2,SWEETS,2021-06-06,KWSWKTM,SHUWAIKH,SUDAN,0000-00-00,VEKWI0000060,5614126330,0000-00-00
NULL,211139598,2021-06-27,"Saudi Plastic Packaging System","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"COPE MARIN",2,PLASTIC,2021-06-03,SAJED,,SAJED,0000-00-00,,,2021-05-31
NULL,211151115,2021-06-23,"ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ","ABDULRAHMAN & MOHD A AZIZ ALSHALAN  ",IMPORT,IH+CCD,CY,DRY,MSL,,10,RICE,2021-06-25,SAJED,JEDDAH,"JABEL ALI",0000-00-00,VIRIA0005811,,0000-00-00
NULL,211159966,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,CY,DRY,MSC,,2,GARMENTS,2021-06-15,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211161743,2021-06-27,"GULF PACKGING SYSTEM","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"COPE MARIN",2,PLASTIC,2021-06-03,SUDAN,,SAJED,0000-00-00,,,2021-06-01
NULL,211166581,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,10,Glass,2021-06-23,SAJED,JEDDAH,YEMEN,2021-06-01,,,2021-06-01
NULL,211167537,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SPRINT FREIGHT N LOGISTIC",EXPORT,IH,CY,DRY,MSL,,1,GARMENTS,2021-06-08,JOAHZTM,IRBID,JEDDAH,0000-00-00,VEZRC0000411,5611907362,0000-00-00
NULL,211169397,2021-06-26,"SAFEWAY CO FOR COMMERCIAL SERVICES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,6,wastepaper,2021-06-15,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211174266,2021-06-17,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",1,"WOOD PULP",2021-06-09,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-06-01
NULL,211189570,2021-06-27,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"GFS PRIDE/012S",5,PLASTIC,2021-06-25,SAJED,JEDDAH,EGAIS,2021-06-20,,,2021-06-02
NULL,211196701,2021-06-26,"INTERCONTINENTAL FOR LOGISTICS ","INTERCONTINENTAL FOR LOGISTICS ",EXPORT,IH,SD,DRY,MSL,,1,Steel,2021-06-15,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211202546,2021-06-27,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,SHAMS,9,GLASS,2021-06-03,SAJED,,YAMAN,0000-00-00,,,2021-06-03
NULL,211217421,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,2,Aluminium,2021-06-29,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211220945,2021-06-27,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",9,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-06-17,,,2021-06-02
NULL,211224493,2021-06-13,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 74",5,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211224597,2021-06-13,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",5,"ALUMINIUM ARTICLES",2021-06-03,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,0000-00-00
NULL,211224710,2021-06-13,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",2,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211224773,2021-06-13,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",0,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-01
NULL,211224849,2021-06-14,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",9,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-01
NULL,211225050,2021-06-14,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",2,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211225112,2021-06-14,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",2,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211225251,2021-06-14,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",0,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211225299,2021-06-14,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0074",0,"ALUMINIUM ARTICLES",2021-06-09,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-06-02
NULL,211231464,2021-06-27,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"GFS PRIDE/012S",15,,2021-06-25,SAJED,JEDDAH,YEADE,2021-06-23,,,2021-06-05
NULL,211256587,2021-06-26,"ASTRA POLYMER COMPOUNDING","ASTRA POLYMER COMPOUNDING",IMPORT,IH+CCD,CY,DRY,MLL,MAERSK,2,"CARBON BLACK",2021-06-24,SAKAP,RABIGH,NETHERLAND,2021-06-26,VIRIA0005802,,0000-00-00
NULL,211266611,2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,3,Aluminium,2021-06-15,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211266732,2021-06-26,"ORBIT ALUMINUM INDUSTRIES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,3,Aluminium,2021-06-15,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211266957,2021-06-17,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0075",5,"WOOD PULP",2021-06-16,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-06-06
NULL,211268807,2021-06-09,"AL AREEKY","AL AREEKY",EXPORT,IH+CCO,SD,DRY,MSL,,0,"WASTE PAPER",2021-06-17,SADMM,DAMMAM,INDIA,0000-00-00,,,2021-06-07
NULL,211268817,2021-06-09,"AL AREEKY","AL AREEKY",EXPORT,IH+CCO,SD,DRY,MSL,,0,"WASTE PAPER",2021-06-17,SADMM,DAMMAM,INDIA,0000-00-00,,,2021-06-07
NULL,211278409 ,2021-06-26,"CLASSIC FASHION APPAREL INDUSTRY LTD","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,CY,DRY,MSL,,22,GARMENTS,2021-06-15,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211286990,2021-06-27,"BAHRA ADVANCED CABLE","SHIPPERS LEBANON SAL",EXPORT,IH+CCO,SD,DRY,MSL,,7,"Plywood, panel, board products",2021-07-03,SAJED,JEDDAH,CONGO,0000-00-00,,,2021-06-16
NULL,211290718,2021-06-26,"SIDNEY APPAREL","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,CY,DRY,MSL,,2,GARMENTS,2021-06-15,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
NULL,211346297,2021-06-27,"BINZAGR CO-RO (LTD)","BINZAGR CO-RO (LTD)",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GENOA/123E",35,PAPER,2021-06-21,SAJED,JEDDAH,OMSLV,2021-06-20,,,2021-06-09
NULL,211349453,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,3,wastepaper,2021-06-22,,AQABA,,0000-00-00,,,0000-00-00
NULL,211349685,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,2,,2021-06-22,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211349885,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,1,"Aluminium ",2021-06-22,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211368601,2021-06-27,"TAIMA SHIPPING COMPANY","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,1,wastepaper,2021-06-22,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211369372,2021-06-29,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,,4,PLASTIC,2021-06-26,SUDAN,,SAJED,0000-00-00,,,0000-00-00
NULL,211372446,2021-06-27,"SAFEWAY CO FOR COMMERCIAL SERVICES","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,SD,DRY,MSL,,1,wastepaper,2021-06-22,,AMMAN,,0000-00-00,,,0000-00-00
NULL,211376528,2021-06-27,"CLASSIC FASHION APPAREL INDUSTRY LTD","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,CY,DRY,MSL,,5,GARMENTS,2021-06-15,JOAHZTM,Irbid,JEDDAH,0000-00-00,VEZRC0000417,5611907368,0000-00-00
NULL,211421282,2021-06-27,"CLASSIC FASHION APPAREL INDUSTRY LTD","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,CY,DRY,MSL,,4,GARMENTS,2021-06-29,JOAHZTM,IRBID,JEDDAH,0000-00-00,,,0000-00-00
NULL,211421605,2021-06-27,"OBEIKAN GLASS COMPANY","ETC FRUIT GIDA SAN VE TIC LTD STI",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-29,SAJED,JEDDAH,YEMEN,0000-00-00,,,2021-06-14
NULL,211424205,2021-06-27,"TAIMA SHIPPING COMPANY","SAFEWAY CO FOR COMMERCIAL SERVICES",EXPORT,IH,SD,DRY,MSL,,10,wastepaper,2021-06-22,,AMMAN,,0000-00-00,,,0000-00-00
NULL,211431383,2021-06-27,"AL REFAI FORWARDING & CLEARING EST","FIVE HUNDRED SOFTWARE TECHNOLOGY",EXPORT,IH,SD,DRY,MSL,,1,"FOOD STUF",2021-06-22,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211433853,2021-06-27,"CLASSIC FASHION APPAREL INDUSTRY LTD","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,CY,DRY,MSL,,5,GARMENTS,2021-06-22,JOAHZTM,IRBID,JEDDAH,0000-00-00,,,0000-00-00
NULL,211433861,2021-06-27,"CLASSIC FASHION APPAREL INDUSTRY LTD","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,CY,DRY,MSL,,1,GARMENTS,2021-06-29,JOAHZTM,IRBID,JEDDAH,0000-00-00,,,0000-00-00
NULL,211439791,2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","FIVE HUNDRED SOFTWARE TECHNOLOGY",EXPORT,IH,SD,DRY,MSL,,5,wastepaper,2021-06-22,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,"211439791 ",2021-06-27,"NABA AL ORDON FOR SEA FREIGHT","FIVE HUNDRED SOFTWARE TECHNOLOGY",EXPORT,IH,SD,DRY,MSL,,0,wastepaper,2021-06-22,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211445201,2021-06-26,"AL AREEKY","AL AREEKY",EXPORT,IH+CCO,SD,DRY,MSL,"MAERSK GIBRALTAR/124W",0,"WASTE PAPER",2021-07-02,SADMM,DAMMAM,INDIA,0000-00-00,,,0000-00-00
NULL,211464212,2021-06-29,"GULF CLOSURES","GULF CLOSURES",EXPORT,IH+CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0077",2,"ALUMINIUM ARTICLES",2021-07-01,BAHRAIN,BAHRAIN,LEBANON,0000-00-00,,,2021-06-16
NULL,211465975,2021-06-27,"TAIMA SHIPPING COMPANY","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,SD,DRY,MSL,,4,,2021-06-22,,AMMAN,,0000-00-00,,,0000-00-00
NULL,211495672,2021-06-27,"TAIMA SHIPPING COMPANY","TAIMA SHIPPING COMPANY",EXPORT,IH,USM,DRY,MSL,,10,GARMENTS,2021-06-22,JOAHZTM,,JEDDAH,0000-00-00,,,0000-00-00
NULL,211524794,2021-06-27,"OBEIKAN GLASS COMPANY","ETC FRUIT GIDA SAN VE TIC LTD STI",EXPORT,IH+CCO,SD,DRY,MSL,,5,Glass,2021-07-06,SAJED,JEDDAH,YEMEN,0000-00-00,,,2021-06-20
NULL,211555922,2021-06-27,"BUSTANJI WOOL TRADING ESTABLISHMENT","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,SD,DRY,MSL,,1,WOOL,2021-06-29,JOAHZTM,KARAK,JEDDAH,0000-00-00,,,0000-00-00
NULL,211592513,2021-06-27,"AL REFAI FORWARDING & CLEARING EST","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,SD,DRY,MSL,,3,"FOOD STUF",2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211594115,2021-06-27,"NIKE INTL LTD","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,1,GARMENTS,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211595751,2021-06-27,"AL JAZY SHIPPING & FORWARDING","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSC,,5,wastepaper,2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00
NULL,211597517,2021-06-29,"AL KARSF TRADING EST","AL KARSF TRADING EST",EXPORT,IH,SD,DRY,MSL,"CAP MARIN",2,,2021-06-07,SUDAN,,SAJED,2021-06-07,,,0000-00-00
NULL,211599259,2021-06-27,"ORBIT ALUMINUM INDUSTRIES","NIKE INTL LTD",EXPORT,IH,SD,DRY,MSL,,1,Aluminium,2021-06-29,JOAHZTM,AQABA,JEDDAH,0000-00-00,,,0000-00-00
